,time,lat,lon,ele,x:speed,RSSI,RSSI_err
637,1456687784,43.16048,-70.97012,41.8,1.25,-96.4,1.2
638,1456687788,43.16043,-70.97014,41.2,1.25,-91.0,0.0
639,1456687791,43.160374,-70.97014,38.1,1.0,-94.5,0.5
640,1456687796,43.160328,-70.97015999999999,40.4,1.0,-98.0,0.0
641,1456687800,43.160270000000004,-70.97015999999999,41.1,1.5,-99.0,0.0
642,1456687804,43.160236,-70.97013000000001,40.9,1.25,,0.0
643,1456687808,43.160183,-70.970116,38.8,1.25,,0.0
644,1456687812,43.160133,-70.970146,41.2,1.25,,0.0
645,1456687815,43.160090000000004,-70.97013000000001,42.9,0.75,,0.0
646,1456687822,43.160046,-70.970116,46.8,0.5,-97.66666666666667,0.4714045207910317
647,1456687826,43.159996,-70.970116,48.5,0.75,-96.0,0.0
648,1456687832,43.159890000000004,-70.97009,52.2,1.0,-98.0,0.0
649,1456687839,43.159786,-70.97004,54.8,1.5,-98.0,0.0
650,1456687861,43.159702,-70.97008000000001,55.4,1.5,-97.36363636363636,1.2984415324623364
651,1456687868,43.15963,-70.97015999999999,50.7,1.25,-97.0,0.0
652,1456687874,43.15955,-70.970215,53.9,1.0,-97.0,0.7071067811865476
653,1456687880,43.159459999999996,-70.97022,53.8,1.5,-97.0,0.816496580927726
654,1456687889,43.159366999999996,-70.97019,53.7,1.0,,0.0
655,1456687896,43.159267,-70.970215,50.5,1.25,,0.0
656,1456687903,43.15917,-70.9702,49.6,1.25,-98.0,0.0
657,1456687911,43.159073,-70.97021,53.3,1.0,-97.66666666666667,0.4714045207910317
658,1456687917,43.159,-70.970215,51.1,1.25,-98.0,0.0
659,1456687920,43.158962,-70.9702,48.4,1.25,,0.0
660,1456687924,43.158916,-70.970184,46.6,1.25,,0.0
661,1456687928,43.158894000000004,-70.9702,42.6,1.25,-98.0,1.0
662,1456687931,43.158854999999996,-70.970184,43.0,1.25,-97.0,0.0
663,1456687934,43.158806,-70.97017,43.0,1.0,-97.5,0.5
664,1456687938,43.158770000000004,-70.970146,42.4,1.25,,0.0
665,1456687941,43.15874,-70.97013000000001,43.2,1.25,,0.0
666,1456687944,43.158703,-70.97013000000001,43.2,1.5,-94.0,0.0
667,1456687948,43.158665,-70.97014,42.8,1.25,-96.5,1.5
668,1456687951,43.158638,-70.97017,41.9,1.25,-95.8,0.7483314773547882
669,1456687954,43.158623,-70.970215,41.0,1.25,-94.0,0.0
670,1456687957,43.158609999999996,-70.97025,40.5,1.25,-98.0,0.0
671,1456687959,43.158592,-70.97028,41.3,1.25,-95.0,0.0
672,1456687963,43.158570000000005,-70.97032,41.6,1.25,,0.0
673,1456687965,43.158553999999995,-70.97035,43.0,1.5,-96.0,1.632993161855452
674,1456687967,43.15854,-70.97038,44.6,1.25,,0.0
675,1456687970,43.15853,-70.97041999999999,44.0,1.0,-96.5,1.5
676,1456687973,43.15853,-70.97046,42.1,1.5,-95.66666666666667,0.9428090415820634
677,1456687976,43.15852,-70.97051,42.4,1.25,-97.0,0.816496580927726
678,1456687978,43.158512,-70.97055,42.9,1.0,,0.0
679,1456687981,43.158504,-70.9706,43.2,1.25,-97.0,0.0
680,1456687984,43.158485,-70.97063,42.6,1.0,-96.5,0.5
681,1456687987,43.15847,-70.970665,43.3,1.25,-97.0,0.0
682,1456687991,43.158446999999995,-70.97073,45.2,1.25,-94.66666666666667,0.9428090415820634
683,1456687993,43.158443,-70.97078,43.7,1.25,-95.0,1.224744871391589
684,1456687996,43.158424,-70.97081,42.1,1.0,,0.0
685,1456687999,43.158398,-70.97085,44.3,1.25,,0.0
686,1456688002,43.15838,-70.97089,43.0,1.25,,0.0
687,1456688006,43.158356,-70.97094,41.4,1.25,-96.75,1.0897247358851685
688,1456688009,43.15834,-70.97098000000001,41.2,1.25,-98.0,0.0
689,1456688012,43.15832,-70.971016,41.0,1.25,-94.0,0.0
690,1456688017,43.158306,-70.97108,41.2,1.25,-97.0,0.816496580927726
691,1456688021,43.15828,-70.971115,41.6,1.0,-96.5,0.5
692,1456688024,43.158264,-70.97116,42.0,1.5,,0.0
693,1456688027,43.15824,-70.97119,41.6,1.25,-96.66666666666667,0.4714045207910317
694,1456688030,43.158221999999995,-70.97121,38.6,1.25,,0.0
695,1456688033,43.15821,-70.97125,38.1,1.25,-94.0,0.0
696,1456688036,43.158188,-70.97128000000001,38.3,1.25,-94.0,1.632993161855452
697,1456688040,43.158176,-70.97133000000001,37.7,1.25,-95.66666666666667,2.357022603955158
698,1456688043,43.15815,-70.97135,37.0,1.0,-98.0,0.7071067811865476
699,1456688045,43.158134000000004,-70.97138000000001,37.2,1.0,,0.0
700,1456688049,43.15811,-70.971436,37.1,1.25,-98.0,0.0
701,1456688053,43.158096,-70.97148,37.7,1.0,-97.0,0.0
702,1456688056,43.158091999999996,-70.97152,38.7,1.0,,0.0
703,1456688060,43.158066,-70.97157,40.7,1.0,-98.0,0.0
704,1456688062,43.15806,-70.9716,41.0,1.25,,0.0
705,1456688065,43.158046999999996,-70.97165,42.0,1.0,,0.0
706,1456688069,43.15802,-70.9717,41.9,1.0,,0.0
707,1456688072,43.157993,-70.97173000000001,42.7,1.25,,0.0
708,1456688075,43.157978,-70.97176999999999,44.2,1.0,-97.0,0.816496580927726
709,1456688079,43.157959999999996,-70.971825,45.7,1.25,-98.25,0.82915619758885
710,1456688081,43.157948,-70.971855,46.6,0.75,-96.0,3.0
711,1456688085,43.157932,-70.97191,46.1,1.0,-96.66666666666667,1.8856180831641267
712,1456688088,43.15791,-70.97193,46.5,1.0,-98.0,0.0
713,1456688091,43.1579,-70.97198,45.6,1.0,-97.33333333333333,0.4714045207910317
714,1456688094,43.157894,-70.97202,45.5,1.5,,0.0
715,1456688097,43.157894,-70.97207,46.4,1.0,,0.0
716,1456688101,43.157894,-70.972115,45.6,1.0,-95.5,2.5
717,1456688105,43.157894,-70.97216,45.1,1.0,-93.33333333333333,1.247219128924647
718,1456688108,43.157894,-70.9722,46.3,1.0,-93.66666666666667,2.6246692913372702
719,1456688112,43.1579,-70.972275,43.6,1.25,-96.0,0.0
720,1456688115,43.157906,-70.97231,43.1,1.25,-95.375,1.4947825928876748
721,1456688118,43.157897999999996,-70.97235,46.6,1.25,-95.6,2.0591260281974
722,1456688120,43.157906,-70.97239,46.0,0.75,,0.0
723,1456688124,43.157897999999996,-70.97246,45.4,1.25,-94.9090909090909,1.5640591394622958
724,1456688128,43.157887,-70.9725,47.6,1.0,-94.5,2.958039891549808
725,1456688131,43.157883,-70.97256,47.4,1.0,-94.6,2.4166091947189146
726,1456688135,43.157866999999996,-70.97261,47.5,1.0,-93.42857142857143,1.5907898179514348
727,1456688139,43.15784,-70.97266,47.7,1.0,-92.83333333333333,2.7938424357067024
728,1456688141,43.157837,-70.97269399999999,47.1,1.25,-91.0,2.23606797749979
729,1456688144,43.15782,-70.97274,44.8,1.25,,0.0
730,1456688148,43.1578,-70.97277,43.7,0.75,-94.33333333333333,3.0912061651652345
731,1456688153,43.157790000000006,-70.972824,42.5,0.75,-93.42857142857143,2.610809554642438
732,1456688158,43.1578,-70.97288499999999,46.2,1.0,-94.16666666666667,2.852873794770615
733,1456688162,43.157787,-70.97294000000001,48.5,1.0,-90.91666666666667,3.0127045804208694
734,1456688168,43.157771999999994,-70.97299,48.2,0.5,-91.0,3.32665998663324
735,1456688176,43.157784,-70.973,51.4,0.0,-90.8,2.6
736,1456688180,43.157803,-70.97304,53.6,1.0,-88.0909090909091,3.028787499810488
737,1456688182,43.157814,-70.97306999999999,53.5,1.0,-89.83333333333333,3.0230595245361753
738,1456688184,43.157833000000004,-70.973114,53.1,1.25,-90.14285714285714,3.090472521826276
739,1456688187,43.157852,-70.97317,52.5,0.75,-86.5,1.5
740,1456688190,43.157856,-70.973236,50.3,1.5,-89.83333333333333,3.804237403504442
741,1456688195,43.15787,-70.9733,48.5,1.0,-87.375,3.370367190678191
742,1456688200,43.157883,-70.973404,47.4,1.25,-87.93333333333334,4.891716354091772
743,1456688204,43.157887,-70.97345,47.6,0.5,-88.61538461538461,3.9717940441309496
744,1456688219,43.157894,-70.97341999999999,50.9,0.0,-91.44444444444444,3.0590888662080444
745,1456688253,43.157894,-70.97348000000001,52.6,0.5,-87.65116279069767,3.2484967609738087
746,1456688255,43.157906,-70.973526,52.7,1.0,-91.4,2.1540659228538015
747,1456688258,43.15791,-70.973564,52.5,1.0,-97.0,0.0
748,1456688270,43.15789,-70.97369,56.0,1.25,-90.02631578947368,3.383293646770408
749,1456688280,43.157887,-70.97381,55.5,0.75,-87.0952380952381,3.557751589400542
750,1456688297,43.157856,-70.97394,56.0,0.75,-84.9245283018868,4.022807883564281
751,1456688303,43.157845,-70.97406,56.2,1.0,-81.57894736842105,4.056389235367936
752,1456688310,43.15784,-70.974174,54.9,0.75,-80.28571428571429,5.469768491164756
753,1456688317,43.157814,-70.97429,53.9,1.0,-79.45454545454545,5.630495478982553
754,1456688324,43.157787,-70.9744,54.8,1.0,-74.68181818181819,4.957880445552989
755,1456688331,43.157764,-70.97452,53.3,1.0,-75.54545454545455,4.086866689634368
756,1456688341,43.157784,-70.97463,53.5,1.25,-75.96774193548387,4.138597790959902
757,1456688347,43.157814,-70.97475,55.1,1.0,-73.57894736842105,5.102278020377752
758,1456688354,43.157852,-70.97488,55.9,1.5,-70.27272727272727,4.87276119391178
759,1456688361,43.157875,-70.975,54.5,1.25,-69.19047619047619,3.5539253632467216
760,1456688369,43.157887,-70.97511,55.7,1.25,-74.72,6.520858839140746
761,1456688374,43.157866999999996,-70.97518000000001,54.6,0.75,-74.25,2.839454172900137
762,1456688377,43.157866999999996,-70.975235,54.7,1.25,-73.11111111111111,4.771313456351976
763,1456688381,43.157866999999996,-70.97529,55.6,1.0,-74.15384615384616,3.9583631785441864
764,1456688383,43.157866999999996,-70.975334,57.1,1.0,-74.83333333333333,2.7938424357067015
765,1456688386,43.15786,-70.97538,55.9,1.25,-72.11111111111111,3.3811386788228757
766,1456688391,43.15784,-70.97544,54.1,0.75,-76.75,3.2307119958300214
767,1456688395,43.15783,-70.975494,51.4,1.0,-76.16666666666667,5.885481194336525
768,1456688397,43.157818,-70.97553,51.7,1.25,-75.42857142857143,3.5799897388976194
769,1456688399,43.157803,-70.97556999999999,51.2,1.5,-73.33333333333333,2.494438257849294
770,1456688402,43.157795,-70.97561,51.5,1.0,-71.11111111111111,2.6851213274654606
771,1456688404,43.157790000000006,-70.97564,52.6,1.0,-70.0,6.4031242374328485
772,1456688407,43.157779999999995,-70.97569,52.7,1.5,-68.6,2.973213749463701
773,1456688410,43.157764,-70.97572,54.3,1.0,-66.0,2.70801280154532
774,1456688413,43.157757000000004,-70.97578,54.6,2.0,-66.44444444444444,3.80383172636082
775,1456688416,43.157745,-70.975815,54.2,1.25,-66.7,4.001249804748512
776,1456688420,43.157722,-70.97585,53.4,1.25,-62.583333333333336,2.177855724228663
777,1456688424,43.157696,-70.9759,52.6,1.25,-66.0,4.385290096535146
778,1456688428,43.157672999999996,-70.97595,53.3,1.5,-69.91666666666667,6.4220756423103245
779,1456688432,43.157641999999996,-70.97598,49.9,1.25,-68.84615384615384,6.010838337103477
780,1456688436,43.15762,-70.97601999999999,48.4,1.0,-68.16666666666667,5.624845676895402
781,1456688440,43.157596999999996,-70.97606999999999,48.0,1.25,-69.07692307692308,4.843100381137598
782,1456688443,43.15759,-70.97612,49.0,1.0,-66.0,5.2493385826745405
783,1456688447,43.157574,-70.97619,49.9,1.25,-64.5,3.3291640592396967
784,1456688451,43.15756,-70.97623,47.8,1.0,-66.61538461538461,4.532590726971149
785,1456688459,43.15753,-70.97628,48.1,1.0,-57.96,6.390492938733287
786,1456688462,43.157515999999994,-70.97631,48.2,1.0,-47.888888888888886,1.286204100310025
787,1456688465,43.157497,-70.97635,49.0,1.25,-52.44444444444444,7.041324230113271
788,1456688467,43.157482,-70.976395,50.2,1.0,-60.42857142857143,1.5907898179514348
789,1456688469,43.15747,-70.97643000000001,51.8,1.0,-55.833333333333336,1.863389981249825
790,1456688472,43.15745,-70.976456,52.2,1.0,-55.0,2.309401076758503
791,1456688475,43.157425,-70.97649399999999,51.8,1.25,-52.9,2.3
792,1456688477,43.157406,-70.97652,52.9,1.25,-51.0,1.5275252316519468
793,1456688481,43.157375,-70.97655999999999,53.9,1.25,-56.75,6.378675411086537
794,1456688484,43.15735,-70.976585,52.9,1.0,-56.8,4.894895300208167
795,1456688488,43.157322,-70.97662,54.6,0.75,-55.916666666666664,3.8179037296517686
796,1456688491,43.157303000000006,-70.97665400000001,56.3,1.25,-48.5,2.3769728648009427
797,1456688493,43.15729,-70.97669,57.2,1.25,-54.5,3.095695936834452
798,1456688495,43.15728,-70.97673,58.2,1.25,-51.5,2.753785273643051
799,1456688499,43.15726,-70.97677,59.0,0.75,-50.583333333333336,3.32812092461931
