1456683664,43.15733,-70.976616,48.8,0.0
1456683737,43.15729,-70.9768,54.4,0.5
1456683746,43.157356,-70.97688,65.1,0.0
1456683883,43.157337,-70.97669,66.4,0.0
1456683887,43.157314,-70.97681,63.9,1.0
1456683891,43.15734,-70.97679,64.0,1.25
1456683894,43.15734,-70.976746,62.6,0.5
1456683898,43.157352,-70.9767,62.3,1.0
1456683901,43.157383,-70.97667,62.4,1.25
1456683904,43.15741,-70.97664,62.0,1.0
1456683907,43.157433,-70.97659,63.4,1.25
1456683911,43.157455,-70.97656,61.1,1.0
1456683914,43.157475,-70.976524,59.3,1.5
1456683916,43.1575,-70.97651,59.4,1.25
1456683919,43.15752,-70.97647,58.4,1.25
1456683922,43.157524,-70.97643,59.1,1.25
1456683925,43.15752,-70.97639,57.7,1.0
1456683929,43.157528,-70.97634,58.1,1.25
1456683935,43.15755,-70.97627,56.2,1.5
1456683938,43.15757,-70.97624,53.4,1.25
1456683941,43.15759,-70.97619,55.0,1.25
1456683944,43.15761,-70.97615,53.7,1.25
1456683948,43.157627,-70.9761,53.0,1.0
1456683951,43.157646,-70.97606,52.9,0.75
1456683954,43.157646,-70.97602,54.2,1.0
1456683959,43.157673,-70.975975,54.4,1.0
1456683964,43.157684,-70.975914,58.0,1.0
1456683966,43.157707,-70.97587,58.5,1.0
1456683971,43.157734,-70.97582,56.7,1.0
1456683979,43.157776,-70.97578,58.8,0.5
1456683986,43.157825,-70.975784,62.9,0.0
1456683994,43.15785,-70.97573,63.8,1.0
1456684005,43.15788,-70.975685,62.8,0.75
1456684008,43.157913,-70.97566,62.5,1.0
1456684014,43.157932,-70.97563,59.8,0.75
1456684017,43.157955,-70.97561,59.7,1.0
1456684021,43.157986,-70.975586,59.9,1.5
1456684024,43.158012,-70.97556,60.6,1.25
1456684028,43.158043,-70.97554,61.3,0.75
1456684032,43.15807,-70.97551,61.8,1.0
1456684035,43.158104,-70.975494,61.5,1.25
1456684038,43.158134,-70.97547,61.6,1.0
1456684042,43.158157,-70.97545,60.6,1.5
1456684045,43.158184,-70.97543,61.6,1.0
1456684052,43.15821,-70.97541,60.7,1.0
1456684055,43.158245,-70.975395,61.2,1.25
1456684060,43.15827,-70.97536,60.7,1.25
1456684063,43.1583,-70.97533,60.1,1.0
1456684066,43.15833,-70.97532,59.9,1.0
1456684069,43.15836,-70.9753,59.5,1.5
1456684072,43.15839,-70.9753,59.0,1.0
1456684074,43.158417,-70.97529,57.5,1.5
1456684079,43.158455,-70.97524,57.2,1.0
1456684081,43.15848,-70.97522,56.4,1.0
1456684083,43.1585,-70.9752,56.2,1.0
1456684086,43.158512,-70.97516,53.4,1.5
1456684088,43.15854,-70.97515,52.9,1.5
1456684092,43.158573,-70.97513,50.1,1.25
1456684095,43.1586,-70.9751,49.1,1.25
1456684098,43.15863,-70.97508,47.5,1.75
1456684100,43.15867,-70.975075,45.9,1.5
1456684103,43.1587,-70.97505,46.0,1.25
1456684106,43.158726,-70.97504,46.9,1.25
1456684110,43.158768,-70.97502,47.1,1.25
1456684112,43.1588,-70.97501,48.6,1.0
1456684115,43.158836,-70.97499,48.7,1.25
1456684118,43.158863,-70.97496,49.1,1.25
1456684120,43.158882,-70.97494,49.5,1.25
1456684122,43.1589,-70.97491,50.1,1.25
1456684125,43.15893,-70.97488,50.7,1.0
1456684128,43.158955,-70.97484,51.7,1.25
1456684133,43.15897,-70.97477,50.9,0.75
1456684138,43.158985,-70.97472,51.7,1.25
1456684143,43.158985,-70.974655,49.6,1.0
1456684148,43.15898,-70.97459,50.5,1.0
1456684152,43.15897,-70.97453,52.7,1.25
1456684158,43.15895,-70.97446,57.3,1.25
1456684160,43.158962,-70.97441,53.2,1.0
1456684163,43.158978,-70.974365,51.3,1.0
1456684166,43.158974,-70.97433,50.8,1.0
1456684169,43.158985,-70.97428,52.5,1.25
1456684176,43.159008,-70.97422,53.1,1.0
1456684180,43.15901,-70.97416,48.9,0.25
1456684184,43.159035,-70.9741,50.2,1.5
1456684189,43.159035,-70.97404,51.7,0.75
1456684197,43.159023,-70.973976,53.5,0.75
1456684203,43.15903,-70.9739,58.4,0.0
1456684208,43.159058,-70.97385,56.8,0.5
1456684212,43.15905,-70.973816,62.5,1.0
1456684216,43.15908,-70.97376,59.2,0.75
1456684221,43.159096,-70.9737,60.4,0.75
1456684225,43.159115,-70.97365,58.9,0.5
1456684229,43.159115,-70.97358,57.6,1.0
1456684234,43.159115,-70.97352,59.2,0.75
1456684243,43.15915,-70.97345,63.8,1.0
1456684248,43.159164,-70.97338,62.9,1.25
1456684252,43.159172,-70.97331,59.6,1.0
1456684256,43.159184,-70.97324,57.9,1.25
1456684260,43.159184,-70.97319,56.3,1.0
1456684263,43.159172,-70.97315,57.5,1.0
1456684266,43.15915,-70.973114,58.3,0.75
1456684288,43.159115,-70.973076,58.0,0.0
1456684292,43.159126,-70.97303,56.7,0.75
1456684296,43.15916,-70.97299,57.8,1.0
1456684299,43.159187,-70.972984,57.1,1.25
1456684302,43.159214,-70.97296,57.9,1.25
1456684306,43.15925,-70.97296,58.6,1.25
1456684309,43.159283,-70.97297,57.7,1.0
1456684312,43.159306,-70.97294,56.9,1.0
1456684318,43.159344,-70.97294,55.6,1.0
1456684323,43.159397,-70.97292,56.0,1.0
1456684326,43.159424,-70.97291,56.7,1.0
1456684329,43.159454,-70.972885,57.1,1.0
1456684333,43.1595,-70.97286,57.9,1.0
1456684336,43.159527,-70.97285,58.6,1.25
1456684339,43.15956,-70.97285,59.3,1.0
1456684343,43.1596,-70.97285,60.2,1.25
1456684347,43.159634,-70.97285,60.7,1.0
1456684350,43.159664,-70.97284,61.3,1.0
1456684353,43.159695,-70.97284,61.4,1.0
1456684359,43.159737,-70.97282,61.4,1.0
1456684367,43.15973,-70.97279,58.4,0.0
1456684407,43.15972,-70.972755,55.3,0.75
1456684411,43.159714,-70.97272,54.4,1.0
1456684416,43.159737,-70.97269,54.5,0.5
1456684421,43.159767,-70.97268,55.4,0.75
1456684439,43.159782,-70.972694,59.1,0.0
1456684478,43.159775,-70.97266,58.7,0.75
1456684500,43.159782,-70.97262,56.2,1.0
1456684502,43.159794,-70.97258,54.9,1.0
1456684506,43.159805,-70.97252,55.6,1.25
1456684508,43.159813,-70.97248,55.6,1.25
1456684512,43.15984,-70.97245,55.2,1.25
1456684514,43.159843,-70.97241,56.7,1.5
1456684517,43.159863,-70.97237,55.9,1.25
1456684519,43.15987,-70.972336,56.2,1.25
1456684523,43.159897,-70.9723,56.4,1.0
1456684527,43.15991,-70.97225,55.3,1.0
1456684530,43.15993,-70.97222,54.3,1.0
1456684533,43.15995,-70.972176,56.0,1.0
1456684536,43.159966,-70.972145,55.8,1.25
1456684538,43.159977,-70.97211,55.8,1.25
1456684541,43.159996,-70.97206,55.4,1.25
1456684545,43.160004,-70.97201,56.2,1.25
1456684548,43.16003,-70.97198,56.1,1.0
1456684552,43.16005,-70.971924,56.6,1.0
1456684554,43.16006,-70.97189,56.5,1.25
1456684558,43.160053,-70.97185,53.7,1.25
1456684561,43.160065,-70.9718,55.7,1.5
1456684565,43.160076,-70.97177,56.5,1.0
1456684568,43.16009,-70.97173,57.1,1.25
1456684571,43.1601,-70.97169,56.6,1.25
1456684573,43.160095,-70.97164,58.2,1.25
1456684576,43.160107,-70.9716,55.8,1.5
1456684580,43.160126,-70.97154,53.6,1.25
1456684590,43.16014,-70.97148,52.8,1.0
1456684592,43.160152,-70.97144,53.4,1.25
1456684595,43.16016,-70.971405,54.1,1.25
1456684599,43.16016,-70.971344,55.1,0.75
1456684602,43.16017,-70.9713,54.6,1.0
1456684605,43.160183,-70.97127,55.6,1.5
1456684607,43.1602,-70.97123,56.0,1.5
1456684611,43.160206,-70.97119,53.8,1.25
1456684614,43.160233,-70.97115,53.9,1.25
1456684618,43.160248,-70.9711,54.0,1.0
1456684622,43.160275,-70.97108,53.3,0.5
1456684629,43.16029,-70.97104,56.2,1.0
1456684632,43.1603,-70.971,54.3,1.0
1456684635,43.160313,-70.97096,54.0,1.25
1456684640,43.160328,-70.97091,51.9,0.5
1456684644,43.160328,-70.97087,52.5,0.75
1456684651,43.16035,-70.9708,51.8,1.0
1456684655,43.16036,-70.97076,51.7,1.0
1456684660,43.160362,-70.97071,53.1,0.75
1456684663,43.16034,-70.970665,53.4,0.75
1456684667,43.160343,-70.97062,49.3,0.75
1456684672,43.160355,-70.970566,52.1,1.25
1456684678,43.16034,-70.97048,49.4,1.25
1456684684,43.16034,-70.970406,46.0,1.5
1456684691,43.160355,-70.97032,46.2,1.25
1456684698,43.16038,-70.97027,45.7,1.0
1456684704,43.16041,-70.9702,49.0,0.75
1456684711,43.16045,-70.97014,48.0,1.0
1456684724,43.160503,-70.97014,50.6,0.5
1456684729,43.16051,-70.970085,53.0,0.0
1456684747,43.16055,-70.970085,52.5,1.0
1456684750,43.160587,-70.97009,53.3,1.0
1456684753,43.160618,-70.970085,54.2,0.75
1456684756,43.160656,-70.970085,53.5,1.25
1456684760,43.16069,-70.970085,53.0,1.0
1456684764,43.160717,-70.97007,53.0,0.75
1456684767,43.160744,-70.97007,53.3,1.25
1456684770,43.16078,-70.97006,53.9,1.25
1456684773,43.16081,-70.97005,54.1,1.25
1456684776,43.160835,-70.97003,54.0,1.0
1456684781,43.160862,-70.97002,53.4,1.0
1456684787,43.160892,-70.96999,52.6,1.0
1456684793,43.16092,-70.96996,53.5,0.75
1456684800,43.160934,-70.96993,53.1,1.0
1456684804,43.160946,-70.96989,54.0,0.75
1456684815,43.160965,-70.96984,54.1,1.25
1456684817,43.16098,-70.96981,52.7,1.25
1456684821,43.16099,-70.969765,53.7,1.0
1456684824,43.161003,-70.96973,51.5,1.0
1456684827,43.16102,-70.969696,52.9,1.0
1456684831,43.161037,-70.969666,53.3,1.0
1456684852,43.161034,-70.96963,52.8,0.0
1456684862,43.161064,-70.96964,53.8,0.75
1456684865,43.161083,-70.96968,53.5,1.0
1456684868,43.161102,-70.96972,54.5,1.0
1456684872,43.161125,-70.969765,55.9,1.0
1456684876,43.161144,-70.96981,56.2,0.75
1456684881,43.16116,-70.96985,58.7,1.0
1456684884,43.161175,-70.96989,57.0,1.0
1456684887,43.16119,-70.96992,56.7,1.0
1456684891,43.16121,-70.969955,55.8,0.5
1456684915,43.16124,-70.96993,56.3,1.0
1456684919,43.161255,-70.9699,54.3,1.25
1456684922,43.16128,-70.96988,54.1,1.0
1456684926,43.16131,-70.96984,53.4,1.25
1456684930,43.161343,-70.96981,53.4,1.25
1456684933,43.161358,-70.969765,51.9,1.25
1456684937,43.161385,-70.96972,50.8,1.0
1456684941,43.16142,-70.96969,50.0,1.25
1456684944,43.16144,-70.96966,51.2,1.0
1456684948,43.16147,-70.96962,51.0,1.0
1456684951,43.16149,-70.96958,50.6,1.25
1456684954,43.16151,-70.96954,49.7,1.0
1456684958,43.161533,-70.969505,50.8,1.5
1456684962,43.16156,-70.96948,50.8,1.25
1456684965,43.16159,-70.96948,50.8,1.0
1456684970,43.161625,-70.96948,51.6,1.25
1456684974,43.161667,-70.96949,51.8,1.0
1456684979,43.161697,-70.9695,52.8,0.5
1456685018,43.16173,-70.96953,51.2,0.0
1456685238,43.161755,-70.969505,50.6,1.0
1456685249,43.161747,-70.96945,48.6,1.25
1456685252,43.16173,-70.969406,48.7,1.25
1456685255,43.1617,-70.969376,49.3,1.5
1456685258,43.161682,-70.96934,50.7,1.25
1456685262,43.161644,-70.96929,51.4,1.5
1456685264,43.161617,-70.96927,52.3,1.5
1456685268,43.16159,-70.96924,51.7,1.25
1456685271,43.161583,-70.9692,51.9,1.5
1456685274,43.16156,-70.96917,51.7,1.0
1456685278,43.16155,-70.96912,51.1,1.25
1456685281,43.161568,-70.96908,51.5,1.25
1456685284,43.161594,-70.96906,50.6,1.25
1456685289,43.161625,-70.969025,52.6,1.25
1456685292,43.16165,-70.969,53.6,1.25
1456685296,43.16168,-70.968994,52.3,0.75
1456685299,43.161697,-70.968956,53.0,1.0
1456685302,43.161713,-70.968925,52.8,1.25
1456685306,43.16174,-70.968895,52.6,1.0
1456685309,43.161755,-70.96886,52.2,1.0
1456685312,43.161777,-70.96883,52.4,1.25
1456685520,43.16181,-70.968704,51.2,0.0
1456685587,43.16176,-70.9688,54.8,1.0
1456685589,43.161747,-70.96885,54.6,0.75
1456685591,43.161724,-70.96887,54.3,1.0
1456685594,43.161697,-70.968895,54.0,1.0
1456685597,43.16168,-70.96893,52.7,1.0
1456685601,43.161644,-70.96895,52.2,1.25
1456685605,43.161617,-70.96898,52.1,1.0
1456685615,43.1616,-70.96901,51.2,1.0
1456685618,43.16157,-70.969025,51.6,1.0
1456685621,43.161545,-70.96905,52.5,1.0
1456685624,43.161514,-70.96907,53.4,1.0
1456685627,43.161488,-70.9691,53.4,1.25
1456685630,43.1615,-70.96915,53.6,1.75
1456685634,43.161526,-70.9692,53.0,1.25
1456685637,43.161545,-70.969246,53.0,1.5
1456685640,43.161568,-70.96928,52.5,1.25
1456685643,43.16159,-70.969315,52.8,1.25
1456685647,43.161617,-70.96935,51.8,1.25
1456685650,43.161633,-70.96938,51.2,1.0
1456685653,43.16165,-70.96941,51.1,1.0
1456685656,43.161682,-70.969444,50.7,1.25
1456685659,43.161705,-70.96947,51.4,1.0
1456685663,43.16173,-70.9695,51.4,1.0
1456685666,43.16176,-70.96953,51.2,0.75
1456685670,43.161747,-70.96957,52.6,0.75
1456685693,43.16176,-70.969604,50.6,1.0
1456685697,43.161774,-70.96964,51.0,0.75
1456685701,43.16176,-70.969696,54.0,1.0
