1456683737,43.15733,-70.976616,-43
1456683746,43.15729,-70.9768,-40
1456683883,43.157356,-70.97688,-50
1456683887,43.157337,-70.97669,-45
1456683891,43.157314,-70.97681,-47
1456683894,43.15734,-70.97679,-63
1456683898,43.15734,-70.976746,-76
1456683901,43.157352,-70.9767,-63
1456683904,43.157383,-70.97667,-64
1456683907,43.15741,-70.97664,-57
1456683911,43.157433,-70.97659,-56
1456683914,43.157455,-70.97656,-53
1456683916,43.157475,-70.976524,-56
1456683919,43.1575,-70.97651,-64
1456683922,43.15752,-70.97647,-56
1456683925,43.157524,-70.97643,-67
1456683929,43.15752,-70.97639,-62
1456683935,43.157528,-70.97634,-64
1456683938,43.15755,-70.97627,-67
1456683941,43.15757,-70.97624,-64
1456683944,43.15759,-70.97619,-70
1456683948,43.15761,-70.97615,-73
1456683951,43.157627,-70.9761,-71
1456683954,43.157646,-70.97606,-62
1456683959,43.157646,-70.97602,-75
1456683964,43.157673,-70.975975,-66
1456683966,43.157684,-70.975914,-67
1456683971,43.157707,-70.97587,-81
1456683979,43.157734,-70.97582,-71
1456683986,43.157776,-70.97578,-67
1456683994,43.157825,-70.975784,-77
1456684005,43.15785,-70.97573,-76
1456684008,43.15788,-70.975685,-71
1456684014,43.157913,-70.97566,-69
1456684017,43.157932,-70.97563,-76
1456684021,43.157955,-70.97561,-77
1456684024,43.157986,-70.975586,-74
1456684028,43.158012,-70.97556,-78
1456684032,43.158043,-70.97554,-75
1456684035,43.15807,-70.97551,-77
1456684038,43.158104,-70.975494,-92
1456684042,43.158134,-70.97547,-71
1456684045,43.158157,-70.97545,-77
1456684052,43.158184,-70.97543,-75
1456684055,43.15821,-70.97541,-69
1456684060,43.158245,-70.975395,-73
1456684063,43.15827,-70.97536,-71
1456684066,43.1583,-70.97533,-74
1456684069,43.15833,-70.97532,-75
1456684072,43.15836,-70.9753,-77
1456684074,43.15839,-70.9753,-83
1456684079,43.158417,-70.97529,-1000
1456684081,43.158455,-70.97524,-77
